first_day_exposition,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,studio,kitchen_area,balcony,locality_name,price_per_sqm
2024-05-14,4387500,59.5,2,2.8,14,31.71,2,False,10.2,0,Kyiv,73739.49579831933
2024-05-14,1462500,54.0,2,2.65,5,32.0,1,False,9.0,1,Bucha,27083.33333333333
2024-05-14,2250000,46.0,2,2.6,5,27.0,2,False,7.0,0,Kyiv,48913.04347826087
2024-05-14,2250000,47.8,2,2.65,9,27.0,6,False,10.2,0,Kyiv,47071.129707112974
2024-05-14,2025000,44.0,2,2.53,3,27.0,2,False,6.0,1,Kyiv,46022.72727272727
2024-05-14,1406250,25.0,0,2.65,22,17.0,19,False,9.1,1,Hostomel,56250.0
2024-05-14,1715625,32.4,1,2.65,27,15.6,21,False,8.8,2,Borshchahivka,52951.38888888889
2024-05-14,433125,18.0,1,2.65,5,13.0,4,False,3.0,0,Boryspil,24062.5
2024-05-14,5878125,65.6,3,2.7,6,38.8,5,False,7.5,0,Kyiv,89605.56402439025
2024-05-14,2503125,47.0,2,2.5,9,34.0,6,False,6.0,0,Kyiv,53257.97872340425
2024-05-14,1040625,31.0,1,2.65,5,17.613636363636367,2,False,9.1,0,Irpin,33568.54838709677
2024-05-14,4500000,65.9,3,2.65,12,42.2,4,False,10.6,0,Kyiv,68285.28072837632
2024-05-14,1856250,45.2,2,2.6,9,26.8,3,False,6.3,2,Hostomel,41067.47787610619
2024-05-14,3867218,47.3,1,2.8,19,17.1,16,False,12.8,2,Kyiv,81759.36575052855
2024-05-14,6468750,70.0,3,3.0,4,44.0,4,False,11.0,0,Kyiv,92410.71428571428
2024-05-14,1001250,45.0,2,2.5,5,29.5,3,False,8.3,0,Brovary,22250.0
2024-05-14,4781250,103.8,4,2.65,5,74.6,3,False,9.5,0,Kyiv,46062.1387283237
2024-05-15,5456250,90.0,3,3.0,17,46.0,5,False,19.0,0,Hostomel,60625.0
2024-05-15,2868750,64.4,3,2.57,14,41.4,5,False,7.4,0,Kyiv,44545.80745341614
2024-05-15,5900625,68.05,3,2.65,10,38.0,3,False,16.0,0,Kyiv,86710.13960323292
2024-05-15,2334375,44.0,2,2.5,5,27.0,4,False,5.0,1,Brovary,53053.97727272727
2024-05-15,3268125,70.0,3,2.65,23,40.0,3,False,12.0,0,Vyshneve,46687.5
2024-05-15,1929375,36.0,1,2.65,9,18.0,1,False,6.3,2,Kyiv,53593.75
2024-05-15,7200000,84.4,3,2.85,10,44.8,4,False,15.8,2,Kyiv,85308.05687203791
2024-05-15,1490625,31.88,1,2.55,18,16.3,4,False,8.0,2,Bucha,46757.37139272272
2024-05-15,3127500,51.7,2,2.65,12,29.5,11,False,8.2,2,Kyiv,60493.23017408123
2024-05-15,5276250,67.0,2,2.8,27,34.8,25,False,14.1,0,Kyiv,78750.0
2024-05-15,1856250,34.0,1,2.65,9,17.8,6,False,8.8,0,Kyiv,54595.58823529412
2024-05-15,3403125,76.8,3,2.5,9,44.9,9,False,10.8,1,Vyshneve,44311.5234375
2024-05-15,2165625,57.0,2,2.6,10,24.3,2,False,15.1,0,Bucha,37993.42105263158
2024-05-15,2025000,36.9,1,2.55,18,18.8,12,False,10.9,2,Vyshneve,54878.04878048781
2024-05-15,1040625,71.6,3,2.65,5,45.5,5,False,9.2,0,Irpin,14533.8687150838
2024-05-15,5999062,67.77,2,2.75,20,38.50568181818182,6,False,15.3,2,Kyiv,88520.90895676553
2024-05-15,4050000,66.0,3,2.55,10,39.0,2,False,9.0,2,Kyiv,61363.63636363636
2024-05-15,2205000,41.0,2,2.85,3,24.7,2,False,7.3,1,Kyiv,53780.48780487805
2024-05-15,1676250,31.2,1,2.6,5,17.72727272727273,1,False,9.1,0,Kyiv,53725.96153846154
2024-05-15,6631875,72.0,2,2.55,15,39.0,11,False,14.0,2,Kyiv,92109.375
2024-05-15,4218750,86.0,4,2.6,9,59.5,1,False,7.6,0,Kyiv,49055.232558139534
2024-05-15,14062500,107.0,2,2.65,12,42.0,3,False,36.0,0,Kyiv,131425.2336448598
2024-05-15,2868750,61.5,2,2.6,9,34.94318181818182,6,False,9.1,0,Boryspil,46646.34146341463
2024-05-15,2868750,62.6,3,2.6,9,39.7,1,False,9.9,1,Kyiv,45826.67731629393
2024-05-15,5051250,98.0,3,2.65,4,55.68181818181819,3,False,9.1,0,Kyiv,51543.36734693877
2024-05-15,2531250,70.4,3,2.65,3,43.2,1,False,9.2,1,Vyshneve,35955.25568181818
2024-05-15,5568188,101.0,3,3.0,5,62.0,3,False,15.0,0,Kyiv,55130.57425742575
2024-05-15,1406250,50.5,3,2.8,4,29.3,1,False,7.2,1,Vyshneve,27846.534653465347
2024-05-15,4831875,120.0,2,2.5,16,53.0,4,False,20.0,0,Kyiv,40265.625
2024-05-15,1715625,58.0,3,2.5,9,40.0,9,False,7.0,0,Irpin,29579.741379310344
2024-05-15,2925000,52.0,1,2.65,16,19.3,11,False,12.0,2,Kyiv,56250.0
2024-05-15,1462500,50.0,2,2.5,5,27.9,3,False,10.0,1,Vyshneve,29250.0
2024-05-15,13781250,87.0,3,3.2,10,49.43181818181819,2,False,9.1,0,Kyiv,158405.1724137931
2024-05-15,984375,45.1,3,2.7,5,31.1,5,False,5.5,1,Bucha,21826.49667405765
2024-05-15,1828125,32.0,1,2.6,5,15.8,2,False,6.4,0,Kyiv,57128.90625
2024-05-15,1321312,30.5,1,2.65,5,17.0,3,False,5.5,1,Bucha,43321.70491803279
2024-05-15,2812500,42.0,1,2.5,10,18.7,10,False,10.84,2,Kyiv,66964.28571428571
2024-05-15,2418750,50.1,2,2.65,9,31.2,8,False,6.0,0,Kyiv,48278.44311377245
2024-05-15,7312500,108.0,3,2.7,16,51.0,8,False,25.0,0,Kyiv,67708.33333333333
2024-05-15,2250000,59.0,2,2.65,25,29.0,18,False,12.6,4,Hostomel,38135.59322033898
2024-05-15,703125,30.1,1,2.5,2,17.0,1,False,7.0,0,Bucha,23359.63455149501
2024-05-15,663750,42.0,1,2.5,3,30.0,2,False,9.4,1,Hostomel,15803.57142857143
2024-05-15,6468750,73.0,2,3.25,5,40.0,3,False,11.0,1,Kyiv,88613.01369863014
2024-05-15,4050000,64.4,2,2.75,23,33.8,3,False,11.7,1,Kyiv,62888.19875776397
2024-05-15,6187500,98.9,4,3.18,4,71.2,3,False,13.6,0,Kyiv,62563.195146612736
2024-05-15,2193750,48.0,1,2.85,17,17.0,10,False,10.0,1,Borshchahivka,45703.125
2024-05-15,2806875,61.0,3,2.5,9,43.8,4,False,6.0,2,Kyiv,46014.34426229508
2024-05-15,3256875,84.1,3,2.65,6,41.5,1,False,10.2,0,Kyiv,38726.21878715815
2024-05-15,4500000,94.0,3,3.2,5,59.12,4,False,15.2,0,Kyiv,47872.34042553192
2024-05-15,2671875,70.1,3,2.65,10,43.0,2,False,8.8,0,Hostomel,38115.19258202568
2024-05-15,1968750,44.9,2,2.5,5,31.5,5,False,6.0,0,Kyiv,43847.438752783964
2024-05-15,4612500,75.0,3,2.9,5,52.2,3,False,9.0,0,Kyiv,61500.0
2024-05-15,1321875,26.0,0,2.65,25,17.0,4,True,9.1,2,Boyarka,50841.34615384616
2024-05-15,371250,43.0,2,2.65,3,29.0,3,False,6.0,0,Brovary,8633.720930232557
2024-05-15,2025000,36.5,1,2.7,15,16.6,9,False,10.4,1,Borshchahivka,55479.45205479452
2024-05-15,3375000,80.0,3,2.65,17,51.0,11,False,14.0,1,Kyiv,42187.5
2024-05-15,2244375,36.8,1,2.8,14,17.9,14,False,9.7,0,Kyiv,60988.45108695653
2024-05-15,4109062,41.52,1,3.0,9,17.1,9,False,13.25,1,Kyiv,98965.84778420038
2024-05-15,3431250,65.2,3,3.0,3,37.04545454545456,2,False,9.1,0,Kyiv,52626.53374233129
2024-05-15,2418750,44.6,2,2.55,9,27.5,1,False,7.2,0,Kyiv,54232.06278026906
2024-05-15,2559375,72.0,3,2.6,5,42.4,5,False,9.8,0,Hostomel,35546.875
2024-05-15,4050000,48.2,1,2.9,16,22.9,12,False,13.8,0,Kyiv,84024.89626556016
2024-05-15,1518750,40.1,2,2.7,4,23.0,2,False,8.0,0,Boryspil,37874.06483790524
2024-05-15,3206250,52.0,2,2.65,17,29.545454545454547,17,False,9.1,0,Kyiv,61658.65384615384
2024-05-15,1237500,37.1,1,2.65,10,17.9,6,False,8.8,0,Borshchahivka,33355.79514824798
2024-05-15,1293750,25.0,1,2.65,20,14.204545454545457,6,False,9.1,0,Boyarka,51750.0
2024-05-15,2742188,38.6,1,2.65,16,15.2,16,False,12.63,2,Kyiv,71041.13989637306
2024-05-15,2643750,48.0,2,2.5,9,30.7,8,False,8.0,0,Boryspil,55078.125
2024-05-15,2390625,42.0,2,2.5,8,28.0,3,False,7.5,0,Kyiv,56919.642857142855
2024-05-15,2362500,44.63,2,2.55,5,28.26,4,False,5.78,1,Kyiv,52935.24535066099
2024-05-15,3768750,83.0,3,3.4,5,58.0,3,False,8.4,0,Kyiv,45406.6265060241
2024-05-16,2643750,34.7,1,2.5,16,17.4,2,False,10.4,2,Kyiv,76188.76080691643
2024-05-16,5793750,135.0,5,2.7,17,86.0,2,False,25.0,0,Kyiv,42916.66666666666
2024-05-16,922500,47.7,2,2.55,5,32.0,1,False,6.0,0,Boryspil,19339.62264150943
2024-05-16,3369375,67.7,2,2.75,22,28.2,13,False,20.0,0,Boyarka,49769.2023633678
2024-05-16,3346875,65.9,3,2.6,9,43.0,8,False,9.6,0,Kyiv,50787.17754172989
2024-05-16,3037500,52.0,2,2.65,12,30.0,2,False,8.0,0,Kyiv,58413.46153846154
2024-05-16,9703125,102.4,3,2.65,8,53.2,3,False,19.3,1,Kyiv,94757.080078125
2024-05-16,2587500,40.0,1,2.65,12,20.0,8,False,10.3,1,Kyiv,64687.5
2024-05-16,7031250,114.2,5,3.5,2,79.3,1,False,9.1,0,Kyiv,61569.61471103328
2024-05-16,2390625,49.0,2,2.65,12,31.0,9,False,7.0,0,Brovary,48788.26530612245
2024-05-16,2812500,48.0,2,2.6,17,30.0,9,False,9.0,1,Hostomel,58593.75
2024-05-16,1575000,73.0,3,2.65,5,43.4,4,False,8.5,0,Irpin,21575.342465753423
2024-05-16,3825000,78.4,3,2.7,4,46.5,1,False,7.0,0,Kyiv,48788.26530612245
2024-05-16,2165625,44.9,2,2.5,5,29.8,1,False,7.4,0,Kyiv,48232.182628062365
2024-05-16,3206250,78.8,3,2.65,25,60.0,14,False,14.7,0,Boryspil,40688.45177664975
2024-05-16,10125000,108.0,3,2.65,8,57.3,7,False,16.0,5,Kyiv,93750.0
2024-05-16,2531250,61.0,3,2.5,9,40.3,3,False,6.5,0,Kyiv,41495.901639344265
2024-05-16,18562500,180.0,3,2.9,9,86.0,8,False,24.0,4,Kyiv,103125.0
2024-05-16,2587500,41.0,1,2.7,12,20.0,4,False,10.0,0,Kyiv,63109.756097560974
2024-05-16,1687534,55.0,3,2.6,5,42.5,3,False,5.5,0,Brovary,30682.436363636363
2024-05-16,2587500,50.3,2,2.65,9,31.6,4,False,6.0,1,Vyshneve,51441.351888668
2024-05-16,2328750,52.77,2,2.65,20,30.0,10,False,8.5,2,Borshchahivka,44130.187606594656
2024-05-16,2775938,36.7,1,2.75,21,16.3,17,False,10.4,0,Kyiv,75638.63760217984
2024-05-16,3209062,42.0,1,2.64,17,17.0,14,False,12.0,0,Kyiv,76406.23809523809
2024-05-16,1968750,33.0,1,2.6,27,16.0,18,False,9.0,2,Bucha,59659.09090909091
2024-05-16,1395000,41.8,2,2.7,5,25.2,4,False,5.6,1,Boyarka,33373.2057416268
2024-05-16,3178125,70.4,3,2.95,4,49.0,2,False,10.7,0,Kyiv,45143.82102272727
2024-05-16,2244375,33.65,1,2.75,23,19.119318181818183,19,False,9.8,2,Kyiv,66697.62258543834
2024-05-16,2362500,44.0,2,2.55,5,26.0,2,False,6.0,1,Kyiv,53693.181818181816
2024-05-16,1321875,35.0,1,2.65,5,18.0,1,False,7.1,0,Boyarka,37767.857142857145
2024-05-16,1996875,42.8,2,2.56,5,27.0,5,False,5.2,1,Vyshneve,46655.957943925234
2024-05-16,2868750,80.0,3,2.65,9,48.8,8,False,11.5,1,Irpin,35859.375
2024-05-16,4218750,60.0,2,2.75,21,31.3,16,False,12.2,2,Kyiv,70312.5
2024-05-16,3495938,66.0,3,3.0,5,41.0,2,False,11.0,0,Kyiv,52968.757575757576
2024-05-16,3093750,79.1,2,2.6,5,47.1,2,False,12.9,1,Boyarka,39111.883691529714
2024-05-16,2981250,66.89,2,2.75,20,35.33,11,False,13.55,1,Hostomel,44569.44236806698
2024-05-16,3487500,73.0,3,2.65,12,47.0,3,False,8.0,0,Kyiv,47773.97260273973
2024-05-16,2581875,56.1,3,2.5,5,42.0,1,False,5.0,0,Kyiv,46022.72727272727
2024-05-16,6018750,83.0,2,3.0,25,45.0,11,False,17.0,4,Kyiv,72515.06024096385
2024-05-16,2078438,40.0,1,2.8,23,16.9,10,False,10.7,2,Kyiv,51960.95
2024-05-16,874688,57.1,3,2.5,5,42.8,4,False,5.0,1,Boyarka,15318.528896672504
2024-05-16,590625,28.9,1,2.65,2,18.0,2,False,7.0,0,Vyshneve,20436.851211072662
2024-05-16,2025000,78.0,3,2.6,5,50.0,5,False,9.0,0,Irpin,25961.53846153846
2024-05-16,1856250,30.7,1,2.55,9,17.7,1,False,6.3,0,Kyiv,60464.169381107495
2024-05-16,2756250,42.4,1,2.7,23,18.0,20,False,13.0,2,Irpin,65005.8962264151
2024-05-16,2300625,40.5,1,2.7,26,13.5,26,False,13.7,0,Boyarka,56805.55555555556
2024-05-16,3262500,59.2,3,2.65,9,37.3,2,False,7.1,0,Kyiv,55109.79729729729
2024-05-16,1237500,59.8,2,2.65,5,33.97727272727273,5,False,9.1,0,Bucha,20693.979933110368
2024-05-16,2981250,73.2,3,2.65,5,47.2,4,False,9.9,0,Kyiv,40727.45901639344
2024-05-16,2913750,76.0,3,2.55,10,50.0,8,False,12.3,2,Kyiv,38338.81578947369
2024-05-16,2868750,54.8,2,3.0,5,34.2,5,False,8.1,1,Kyiv,52349.45255474453
2024-05-16,3150000,60.0,3,2.65,9,43.0,7,False,6.2,2,Kyiv,52500.0
2024-05-16,2868750,35.0,1,2.65,15,17.0,10,False,10.0,2,Kyiv,81964.28571428571
2024-05-16,1743750,34.3,1,2.65,4,18.3,4,False,6.1,0,Kyiv,50838.19241982508
2024-05-16,7143750,150.0,5,3.35,5,113.0,2,False,12.0,1,Kyiv,47625.0
2024-05-16,7020000,87.0,3,3.0,7,65.0,5,False,9.5,1,Kyiv,80689.6551724138
2024-05-16,4162500,63.0,2,2.65,13,37.0,12,False,12.0,0,Kyiv,66071.42857142857
2024-05-16,2193750,50.5,2,2.57,5,28.9,5,False,7.2,1,Boyarka,43440.59405940594
2024-05-16,843750,17.0,0,2.7,9,12.0,1,True,9.1,0,Boyarka,49632.35294117647
2024-05-16,1236938,39.0,1,3.0,5,18.0,5,False,9.3,0,Irpin,31716.358974358973
2024-05-16,2694094,46.5,1,3.0,3,26.420454545454547,1,False,11.27,0,Kyiv,57937.50537634409
2024-05-16,2559375,45.0,2,2.65,12,28.0,7,False,9.0,0,Kyiv,56875.0
2024-05-16,2812500,60.0,3,2.65,9,36.0,7,False,17.0,0,Kyiv,46875.0
2024-05-16,2784375,40.0,1,2.7,26,15.0,9,False,10.6,1,Borshchahivka,69609.375
2024-05-16,2868750,51.0,1,2.65,9,15.0,2,False,25.0,0,Boryspil,56250.0
2024-05-16,7200000,102.0,2,3.0,6,48.4,2,False,18.8,0,Kyiv,70588.23529411765
2024-05-16,2137500,58.0,3,2.65,5,42.0,3,False,6.0,1,Kyiv,36853.44827586207
2024-05-16,4500000,56.79,2,2.65,5,32.08,5,False,9.1,0,Brovary,79239.30269413629
2024-05-17,1153125,33.0,1,2.6,4,17.0,4,False,5.5,0,Irpin,34943.181818181816
2024-05-17,984375,72.9,3,2.65,5,47.3,2,False,8.3,0,Borshchahivka,13503.086419753085
2024-05-17,2981250,58.5,3,2.5,5,43.0,3,False,5.4,1,Kyiv,50961.53846153846
2024-05-17,2643750,51.0,2,3.2,5,35.0,1,False,8.0,0,Kyiv,51838.23529411765
2024-05-17,3768750,65.0,2,2.75,12,36.0,5,False,10.5,0,Boryspil,57980.769230769234
2024-05-17,2896875,49.0,2,2.65,25,29.0,24,False,10.0,4,Boyarka,59119.89795918368
2024-05-17,1406250,31.0,1,2.65,3,17.0,2,False,9.1,0,Irpin,45362.90322580645
2024-05-17,6356250,70.0,2,2.8,22,32.5,3,False,16.3,0,Kyiv,90803.57142857143
2024-05-17,1912500,61.5,3,2.55,5,44.7,4,False,5.5,1,Irpin,31097.560975609755
2024-05-17,1236938,23.55,1,2.65,21,15.2,21,False,9.1,0,Brovary,52523.90658174097
2024-05-17,3088125,104.6,4,2.55,5,43.6,5,False,9.4,2,Bucha,29523.183556405354
2024-05-17,1575000,54.3,2,2.6,5,30.1,5,False,8.5,2,Irpin,29005.524861878454
2024-05-17,2981250,47.2,1,2.7,9,18.9,7,False,13.2,1,Kyiv,63162.07627118644
2024-05-17,9168750,74.6,2,2.8,12,38.2,11,False,12.0,0,Kyiv,122905.4959785523
2024-05-17,1631250,43.4,2,2.65,5,24.65909090909091,1,False,9.1,0,Kyiv,37586.40552995392
2024-05-17,1659375,45.4,2,2.65,9,25.795454545454547,3,False,9.1,0,Brovary,36550.11013215859
2024-05-17,1845000,34.0,1,2.65,26,15.6,17,False,9.6,0,Boryspil,54264.705882352944
2024-05-17,2840625,60.7,3,3.07,3,39.1,1,False,8.3,0,Kyiv,46797.77594728171
2024-05-17,1038740,25.0,1,2.65,23,14.204545454545457,3,False,9.1,0,Kyiv,41549.6
2024-05-17,1181250,31.0,1,2.56,3,15.0,3,False,5.1,0,Bucha,38104.83870967742
2024-05-17,1968750,30.7,1,2.55,5,17.0,4,False,5.5,0,Kyiv,64128.66449511401
2024-05-17,3796875,40.0,1,2.65,4,19.1,2,False,8.7,0,Kyiv,94921.875
2024-05-17,2525625,38.5,1,2.65,5,18.0,4,False,11.0,0,Kyiv,65600.64935064936
2024-05-17,3656250,45.0,1,2.65,10,20.0,4,False,14.1,0,Kyiv,81250.0
2024-05-17,2700000,42.6,1,2.8,25,22.1,7,False,12.0,0,Kyiv,63380.28169014085
2024-05-17,1878750,31.1,1,2.5,5,17.1,5,False,5.5,0,Kyiv,60409.967845659165
2024-05-17,3346875,53.6,2,3.0,4,28.8,3,False,7.5,0,Kyiv,62441.69776119403
2024-05-17,663750,33.0,1,2.5,9,20.0,2,False,6.0,1,Boryspil,20113.636363636364
2024-05-17,1378125,27.0,0,2.65,23,14.0,22,True,9.1,0,Boyarka,51041.66666666666
2024-05-17,2531250,37.4,1,2.7,24,18.5,5,False,10.1,0,Kyiv,67680.48128342246
2024-05-17,3178125,41.0,1,2.7,18,20.0,13,False,9.5,2,Kyiv,77515.24390243902
2024-05-17,3375000,48.3,1,2.65,22,27.44318181818182,8,False,9.1,0,Kyiv,69875.77639751552
2024-05-17,1378125,35.6,1,2.65,3,16.4,2,False,10.4,0,Brovary,38711.37640449438
2024-05-17,1797188,30.0,1,2.65,5,18.0,4,False,6.0,0,Kyiv,59906.26666666667
2024-05-17,2475000,58.0,3,2.65,5,32.95454545454546,4,False,9.1,0,Kyiv,42672.41379310345
2024-05-17,943875,31.0,1,2.65,5,16.0,3,False,7.0,0,Hostomel,30447.58064516129
2024-05-17,2925000,70.0,3,2.56,9,42.0,1,False,9.0,1,Kyiv,41785.71428571428
2024-05-17,6748312,166.9,6,2.95,5,107.0,4,False,18.7,0,Kyiv,40433.26542840024
2024-05-17,939375,55.0,3,2.6,3,38.0,3,False,7.8,2,Borshchahivka,17079.545454545456
2024-05-17,5062500,103.0,4,3.5,5,63.0,2,False,13.0,0,Kyiv,49150.48543689321
2024-05-17,5062500,89.0,3,2.65,5,53.0,5,False,8.0,0,Kyiv,56882.02247191011
2024-05-17,7270680,108.1,4,2.65,11,61.42045454545455,10,False,9.1,0,Kyiv,67258.83441258095
2024-05-17,3290625,74.0,4,2.55,9,49.0,9,False,6.5,0,Kyiv,44467.90540540541
2024-05-17,2221875,56.6,3,2.65,9,39.3,9,False,6.3,1,Kyiv,39255.74204946996
2024-05-17,2868750,50.2,2,2.5,3,28.0,1,False,5.4,0,Hostomel,57146.41434262948
2024-05-17,1288125,33.0,1,2.65,9,16.6,7,False,8.8,1,Brovary,39034.09090909091
2024-05-17,7593750,76.8,3,3.2,6,42.0,1,False,9.0,0,Kyiv,98876.953125
2024-05-17,4725000,87.6,4,3.0,6,51.2,2,False,9.2,0,Kyiv,53938.35616438357
2024-05-17,2756250,64.2,3,2.6,9,43.0,2,False,10.0,1,Kyiv,42932.2429906542
2024-05-17,2925000,51.4,2,2.65,16,29.0,12,False,10.2,2,Kyiv,56906.61478599222
2024-05-17,1265625,37.4,1,2.8,4,15.3,2,False,11.3,1,Boyarka,33840.24064171123
2024-05-17,2109375,51.4,1,2.6,9,21.0,9,False,13.0,2,Brovary,41038.42412451362
2024-05-17,3150000,44.0,1,2.5,7,18.0,1,False,6.0,0,Kyiv,71590.90909090909
2024-05-17,1293750,66.6,3,2.5,2,44.9,2,False,7.5,1,Borshchahivka,19425.67567567568
2024-05-17,3262500,91.0,3,2.6,16,49.0,15,False,14.0,1,Hostomel,35851.64835164835
2024-05-17,4050000,98.0,4,3.12,6,58.5,5,False,15.5,0,Kyiv,41326.5306122449
2024-05-17,1895625,30.7,1,2.65,5,18.0,5,False,6.4,1,Kyiv,61746.74267100977
2024-05-17,2362500,36.7,1,2.5,16,18.5,6,False,8.6,1,Kyiv,64373.2970027248
2024-05-17,7306875,95.1,4,3.0,7,65.7,5,False,8.3,0,Kyiv,76833.59621451104
2024-05-17,1771875,30.7,1,2.54,5,18.0,5,False,5.5,0,Kyiv,57715.798045602605
2024-05-17,2137500,41.6,2,2.55,5,26.1,1,False,5.8,0,Kyiv,51382.21153846154
2024-05-17,2953125,36.0,1,2.8,25,16.0,6,False,10.0,2,Kyiv,82031.25
2024-05-17,25818750,223.0,5,3.1,10,175.0,10,False,18.0,0,Kyiv,115779.1479820628
2024-05-17,843750,44.0,2,2.65,5,25.000000000000004,1,False,9.1,0,Brovary,19176.136363636364
2024-05-17,2053125,63.3,3,2.65,5,47.5,5,False,6.0,0,Irpin,32434.83412322275
2024-05-17,1957500,38.0,1,2.55,10,18.3,9,False,8.4,1,Borshchahivka,51513.15789473684
2024-05-17,1800000,39.0,1,2.65,16,22.15909090909091,8,False,9.1,0,Kyiv,46153.84615384616
2024-05-17,4637812,90.0,3,2.65,16,53.0,16,False,11.5,0,Kyiv,51531.24444444444
2024-05-17,1681875,33.0,1,2.65,14,17.5,1,False,7.7,0,Kyiv,50965.90909090909
2024-05-17,3487500,60.0,2,2.5,14,34.9,12,False,7.4,0,Kyiv,58125.0
2024-05-17,1631250,47.0,2,2.65,5,28.0,2,False,8.5,0,Boryspil,34707.44680851064
2024-05-17,4275000,60.0,2,3.0,3,18.0,1,False,23.0,0,Kyiv,71250.0
2024-05-17,928125,45.5,2,2.55,4,32.0,4,False,6.6,0,Irpin,20398.351648351647
2024-05-17,4837500,95.0,4,2.5,5,54.0,5,False,12.0,0,Kyiv,50921.05263157895
2024-05-18,618750,52.6,2,2.65,5,29.88636363636364,2,False,9.1,0,Boyarka,11763.307984790874
2024-05-18,1771875,38.0,1,2.65,21,15.6,9,False,10.4,0,Brovary,46628.28947368421
2024-05-18,8718750,112.0,4,2.65,24,60.33,15,False,17.55,0,Kyiv,77845.98214285714
2024-05-18,1771875,31.0,1,2.65,16,17.0,10,False,7.0,1,Kyiv,57157.25806451613
2024-05-18,6131250,145.0,2,3.5,2,39.0,2,False,10.0,0,Hostomel,42284.48275862069
2024-05-18,2244375,37.0,1,2.65,20,14.0,2,False,13.0,0,Kyiv,60658.78378378379
2024-05-18,1957500,44.0,1,2.65,10,18.0,7,False,13.0,0,Irpin,44488.63636363636
2024-05-18,2615625,43.1,2,2.5,9,25.0,3,False,8.0,1,Kyiv,60687.35498839907
2024-05-18,4021875,77.0,3,2.55,14,44.0,3,False,8.7,0,Kyiv,52232.142857142855
2024-05-18,2334375,50.0,2,2.55,9,30.0,7,False,7.0,2,Boryspil,46687.5
2024-05-18,9281250,90.5,3,3.9,6,48.0,5,False,8.0,0,Kyiv,102555.24861878454
2024-05-18,3656250,80.0,3,2.7,16,40.0,9,False,12.0,2,Kyiv,45703.125
2024-05-18,1687500,29.1,1,2.65,9,15.6,8,False,7.2,0,Kyiv,57989.69072164948
2024-05-18,2694375,60.0,3,2.5,9,39.7,5,False,6.3,0,Kyiv,44906.25
2024-05-18,2334375,32.3,1,2.53,9,15.3,9,False,8.1,1,Kyiv,72271.67182662539
2024-05-18,3881250,47.9,2,3.5,7,27.0,6,False,10.0,0,Kyiv,81028.18371607516
2024-05-18,5668875,69.4,2,2.65,13,36.0,4,False,12.0,0,Kyiv,81684.07780979827
2024-05-18,4612500,62.0,2,2.65,9,36.0,6,False,9.0,0,Kyiv,74395.16129032258
2024-05-18,2047500,38.6,1,2.65,16,20.1,10,False,10.3,0,Kyiv,53044.0414507772
2024-05-18,3656250,59.4,2,2.5,14,29.5,11,False,10.0,2,Kyiv,61553.030303030304
2024-05-18,4275000,111.0,3,3.0,16,63.0,12,False,14.0,2,Kyiv,38513.51351351351
2024-05-18,1912500,40.0,1,2.55,16,18.0,3,False,13.0,0,Kyiv,47812.5
2024-05-18,3937500,66.5,2,2.75,24,32.0,9,False,9.2,1,Kyiv,59210.52631578947
2024-05-18,2053125,32.5,1,2.65,20,18.465909090909093,16,False,9.1,0,Kyiv,63173.07692307692
2024-05-18,3121875,38.2,1,2.75,27,17.6,5,False,10.1,0,Kyiv,81724.47643979057
2024-05-18,2992500,55.0,2,2.75,16,30.0,13,False,10.0,0,Kyiv,54409.09090909091
2024-05-18,5456250,92.7,3,2.76,18,53.7,11,False,15.4,2,Kyiv,58859.22330097087
2024-05-18,4522500,64.2,2,2.7,24,39.4,23,False,10.6,0,Kyiv,70443.92523364486
2024-05-18,4106250,86.3,3,2.65,5,46.4,5,False,10.1,0,Kyiv,47581.112398609504
2024-05-18,1771875,29.0,1,2.6,9,15.0,1,False,7.0,0,Kyiv,61099.137931034486
2024-05-18,1181250,47.0,2,2.65,12,27.5,12,False,7.2,1,Hostomel,25132.978723404256
2024-05-18,3093750,54.0,1,2.8,25,21.0,8,False,12.0,2,Kyiv,57291.66666666666
2024-05-18,3600000,68.0,2,2.7,10,33.0,8,False,11.0,1,Kyiv,52941.17647058824
2024-05-18,3164062,62.9,3,2.65,12,41.6,7,False,7.5,1,Kyiv,50303.05246422894
2024-05-18,1237500,138.7,4,2.65,7,90.7,5,False,13.7,0,Kyiv,8922.134102379236
2024-05-18,1687500,36.0,1,2.6,9,19.3,8,False,7.0,2,Kyiv,46875.0
2024-05-18,2700000,57.6,3,2.65,5,39.7,4,False,6.0,1,Kyiv,46875.0
2024-05-18,1681875,29.2,1,2.5,5,15.0,2,False,7.0,1,Kyiv,57598.45890410959
2024-05-18,3346875,56.0,3,2.65,8,32.1,3,False,8.5,0,Kyiv,59765.625
2024-05-18,3318750,39.0,1,2.65,5,16.0,3,False,14.0,0,Kyiv,85096.15384615384
2024-05-18,2756250,42.5,2,2.5,5,27.1,3,False,21.9,1,Kyiv,64852.94117647059
2024-05-18,3206250,68.0,2,2.7,20,36.0,1,False,14.0,0,Kyiv,47150.73529411765
2024-05-18,12793057,134.0,3,2.65,16,76.13636363636364,1,False,9.1,0,Kyiv,95470.57462686568
2024-05-18,8437500,78.0,4,2.8,5,58.0,5,False,6.0,0,Kyiv,108173.07692307692
